지점,지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%)
156,광주,2021-12-13 9:00,-0.2,2.8,70,56
156,광주,2021-12-13 10:00,1.2,1.9,70,54
156,광주,2021-12-13 11:00,2.4,1.5,50,48
156,광주,2021-12-13 12:00,4,1.7,50,37
156,광주,2021-12-13 13:00,4.7,1.2,70,38
156,광주,2021-12-13 14:00,5.2,0.8,290,36
156,광주,2021-12-13 15:00,4.9,1.3,50,32
156,광주,2021-12-13 16:00,4.1,1.5,360,37
156,광주,2021-12-13 17:00,3.2,1.6,50,45
156,광주,2021-12-13 18:00,1.9,1.9,50,49
156,광주,2021-12-13 19:00,1.2,2.1,50,49
156,광주,2021-12-13 20:00,1.1,1.7,50,50
156,광주,2021-12-13 21:00,0,0.8,70,55
156,광주,2021-12-13 22:00,0.1,0.9,50,53
156,광주,2021-12-13 23:00,-0.6,0.6,50,55
156,광주,2021-12-14 0:00,-0.7,1,90,53
156,광주,2021-12-14 1:00,-0.7,0.4,0,53
156,광주,2021-12-14 2:00,-1.2,0.9,320,66
156,광주,2021-12-14 3:00,-2.2,0.3,0,72
156,광주,2021-12-14 4:00,-2.3,0.3,0,72
156,광주,2021-12-14 5:00,-1.8,0,0,73
156,광주,2021-12-14 6:00,-1.5,0.4,0,69
156,광주,2021-12-14 7:00,-0.9,0.6,70,69
156,광주,2021-12-14 8:00,-0.7,1.2,250,70
156,광주,2021-12-14 9:00,0.2,0.3,0,64
156,광주,2021-12-14 10:00,1.4,0.5,270,64
156,광주,2021-12-14 11:00,3,1.2,230,59
156,광주,2021-12-14 12:00,5,0.6,250,54
156,광주,2021-12-14 13:00,7.7,1.6,250,52
156,광주,2021-12-14 14:00,8.5,1.8,270,49
156,광주,2021-12-14 15:00,8.8,1.5,250,51
156,광주,2021-12-14 16:00,8.9,1.6,250,52
156,광주,2021-12-14 17:00,8,1.7,270,57
156,광주,2021-12-14 18:00,7.3,2,230,63
156,광주,2021-12-14 19:00,6.5,0.9,200,67
156,광주,2021-12-14 20:00,5.5,1.1,180,73
156,광주,2021-12-14 21:00,5.2,1.6,180,76
156,광주,2021-12-14 22:00,5.1,1.5,180,78
156,광주,2021-12-14 23:00,5.1,1,180,78
156,광주,2021-12-15 0:00,5.2,0.2,0,79
156,광주,2021-12-15 1:00,4.4,0.3,0,85
156,광주,2021-12-15 2:00,4,0,0,89
156,광주,2021-12-15 3:00,3.3,0.4,0,92
156,광주,2021-12-15 4:00,3.2,0.6,110,93
156,광주,2021-12-15 5:00,2.7,0.3,0,96
156,광주,2021-12-15 6:00,2.9,0.9,200,96
156,광주,2021-12-15 7:00,2.5,0.6,340,97
156,광주,2021-12-15 8:00,3.4,0.1,0,96
156,광주,2021-12-15 9:00,4.4,0.3,0,90
156,광주,2021-12-15 10:00,6.4,0.3,0,79
156,광주,2021-12-15 11:00,8.2,0.2,0,75
156,광주,2021-12-15 12:00,9.5,0.3,0,70
156,광주,2021-12-15 13:00,11.7,0.3,0,68
156,광주,2021-12-15 14:00,13.5,2,230,59
156,광주,2021-12-15 15:00,14.1,1.8,230,58
156,광주,2021-12-15 16:00,13.9,1.2,230,58
156,광주,2021-12-15 17:00,12.6,1.2,230,61
156,광주,2021-12-15 18:00,10.9,1,270,69
156,광주,2021-12-15 19:00,10.7,0.6,160,75
156,광주,2021-12-15 20:00,8.9,0.9,180,83
156,광주,2021-12-15 21:00,8.5,1.3,70,86
156,광주,2021-12-15 22:00,7.3,0.3,0,92
156,광주,2021-12-15 23:00,6.9,1,50,94
156,광주,2021-12-16 0:00,6.5,0.3,0,97
156,광주,2021-12-16 1:00,6.3,0.2,0,98
156,광주,2021-12-16 2:00,5.8,0,0,98
156,광주,2021-12-16 3:00,5.8,0.2,0,98
156,광주,2021-12-16 4:00,5.9,0,0,98
156,광주,2021-12-16 5:00,5.5,1,250,98
156,광주,2021-12-16 6:00,5.7,0.1,0,98
156,광주,2021-12-16 7:00,6.1,0.7,50,99
156,광주,2021-12-16 8:00,6.1,0.8,290,99
156,광주,2021-12-16 9:00,6.2,1.2,180,99
156,광주,2021-12-16 10:00,7.1,0.4,0,99
156,광주,2021-12-16 11:00,7.5,0.2,0,99
156,광주,2021-12-16 12:00,8.6,0.3,0,99
156,광주,2021-12-16 13:00,10.4,0.5,230,97
156,광주,2021-12-16 14:00,10.1,0.8,320,93
156,광주,2021-12-16 15:00,11.4,0.8,270,87
156,광주,2021-12-16 16:00,11.3,0.5,340,85
156,광주,2021-12-16 17:00,10.8,0.8,20,80
156,광주,2021-12-16 18:00,10,0.6,20,77
156,광주,2021-12-16 19:00,9.2,0.7,20,79
156,광주,2021-12-16 20:00,8.4,0.3,0,85
156,광주,2021-12-16 21:00,7.6,1.2,320,88
156,광주,2021-12-16 22:00,6.8,0.7,50,84
156,광주,2021-12-16 23:00,6.5,0.5,50,86
156,광주,2021-12-17 0:00,7.1,0.6,250,90
156,광주,2021-12-17 1:00,6.6,1.1,270,96
156,광주,2021-12-17 2:00,7.5,2.6,20,85
156,광주,2021-12-17 3:00,7,2.8,50,73
156,광주,2021-12-17 4:00,6,1.8,50,62
156,광주,2021-12-17 5:00,5.1,2.7,360,60
156,광주,2021-12-17 6:00,4.2,2.5,340,56
156,광주,2021-12-17 7:00,3.3,2.4,20,50
156,광주,2021-12-17 8:00,1.4,1.8,320,82
156,광주,2021-12-17 9:00,1.2,2.7,20,74
156,광주,2021-12-17 10:00,1.4,1.9,20,78
156,광주,2021-12-17 11:00,0.7,4.7,50,69
156,광주,2021-12-17 12:00,1.4,4,50,61
156,광주,2021-12-17 13:00,1.6,2.6,50,60
156,광주,2021-12-17 14:00,-1.4,1.5,290,98
156,광주,2021-12-17 15:00,-1.4,1.2,20,99
156,광주,2021-12-17 16:00,-2.2,2.4,50,98
156,광주,2021-12-17 17:00,-2.3,2.3,50,98
156,광주,2021-12-17 18:00,-2,1.8,20,92
156,광주,2021-12-17 19:00,-2.5,1.8,360,91
156,광주,2021-12-17 20:00,-2.8,1.7,20,86
156,광주,2021-12-17 21:00,-3.6,2.5,50,95
156,광주,2021-12-17 22:00,-4,1.4,50,91
156,광주,2021-12-17 23:00,-4.6,2.6,70,85
156,광주,2021-12-18 0:00,-5.1,1.8,50,82
156,광주,2021-12-18 1:00,-5,2.2,50,77
156,광주,2021-12-18 2:00,-4.9,2.2,50,71
156,광주,2021-12-18 3:00,-6.3,2.7,70,78
156,광주,2021-12-18 4:00,-6.5,2.8,70,74
156,광주,2021-12-18 5:00,-7.1,3.2,70,73
156,광주,2021-12-18 6:00,-7.2,2.7,70,72
156,광주,2021-12-18 7:00,-7.3,3.1,70,69
156,광주,2021-12-18 8:00,-7.4,2.4,70,69
156,광주,2021-12-18 9:00,-5.4,2,70,60
156,광주,2021-12-18 10:00,-3.9,3.2,70,53
156,광주,2021-12-18 11:00,-2.6,2.7,70,47
156,광주,2021-12-18 12:00,-1.6,1,70,48
156,광주,2021-12-18 13:00,-0.5,2,50,48
156,광주,2021-12-18 14:00,0.5,1.2,70,48
156,광주,2021-12-18 15:00,1.4,0.7,200,52
156,광주,2021-12-18 16:00,1.7,1.7,250,56
156,광주,2021-12-18 17:00,0.9,0.9,270,63
156,광주,2021-12-18 18:00,0.3,0.4,0,68
156,광주,2021-12-18 19:00,0.6,0.1,0,69
156,광주,2021-12-18 20:00,0.1,1.1,250,78
156,광주,2021-12-18 21:00,0.3,0.9,230,80
156,광주,2021-12-18 22:00,0.6,0.6,270,77
156,광주,2021-12-18 23:00,0,0.6,250,84
156,광주,2021-12-19 0:00,0.4,0.8,250,90
156,광주,2021-12-19 1:00,0.4,0.3,0,93
156,광주,2021-12-19 2:00,0.3,0.3,0,98
156,광주,2021-12-19 3:00,0.5,1,180,98
156,광주,2021-12-19 4:00,0.6,1,250,99
156,광주,2021-12-19 5:00,1,1.8,200,97
156,광주,2021-12-19 6:00,2.1,0.8,340,86
156,광주,2021-12-19 7:00,2,1.1,50,98
156,광주,2021-12-19 8:00,1.3,0.6,290,99
156,광주,2021-12-19 9:00,1.9,0.2,0,99
156,광주,2021-12-19 10:00,3.2,0.5,50,90
156,광주,2021-12-19 11:00,4.8,1.1,360,62
156,광주,2021-12-19 12:00,5.5,2.1,50,56
156,광주,2021-12-19 13:00,7.4,1.5,340,50
156,광주,2021-12-19 14:00,7,2.4,20,48
156,광주,2021-12-19 15:00,6.8,1.7,360,44
156,광주,2021-12-19 16:00,6.5,1.4,360,45
156,광주,2021-12-19 17:00,6,1,290,48
156,광주,2021-12-19 18:00,5,0.6,320,54
156,광주,2021-12-19 19:00,4.8,0.3,0,57
156,광주,2021-12-19 20:00,3.2,1.1,90,67
156,광주,2021-12-19 21:00,2.4,0.8,140,73
156,광주,2021-12-19 22:00,1.9,1.1,250,75
156,광주,2021-12-19 23:00,2.1,0.1,0,80
156,광주,2021-12-20 0:00,1.9,0.8,70,84
156,광주,2021-12-20 1:00,1.8,0.2,0,87
156,광주,2021-12-20 2:00,1.6,0.1,0,88
156,광주,2021-12-20 3:00,1.8,0.2,0,86
156,광주,2021-12-20 4:00,1.4,0.4,0,87
156,광주,2021-12-20 5:00,0.8,0.2,0,91
156,광주,2021-12-20 6:00,1.3,0.2,0,90
156,광주,2021-12-20 7:00,0.9,0.3,0,93
156,광주,2021-12-20 8:00,0.9,0.2,0,91
156,광주,2021-12-20 9:00,2.2,0,0,88
156,광주,2021-12-20 10:00,4.1,0.3,0,79
156,광주,2021-12-20 11:00,6,0.3,0,72
156,광주,2021-12-20 12:00,7.9,0.8,270,61
156,광주,2021-12-20 13:00,11.5,3.1,230,55
156,광주,2021-12-20 14:00,12,2.1,230,54
156,광주,2021-12-20 15:00,11.7,4.6,270,52
156,광주,2021-12-20 16:00,12.1,4.4,250,49
156,광주,2021-12-20 17:00,11,2.5,250,55
156,광주,2021-12-20 18:00,9.9,2.2,250,61
156,광주,2021-12-20 19:00,9.1,2.2,180,65
156,광주,2021-12-20 20:00,8.2,1.5,200,70
156,광주,2021-12-20 21:00,8,1.4,180,73
156,광주,2021-12-20 22:00,7.8,0.7,160,76
156,광주,2021-12-20 23:00,6.9,0.6,230,80
156,광주,2021-12-21 0:00,6,0.7,180,87
156,광주,2021-12-21 1:00,5.3,0,0,92
156,광주,2021-12-21 2:00,4.5,0.2,0,97
156,광주,2021-12-21 3:00,4.1,0.3,0,97
156,광주,2021-12-21 4:00,3.2,0.5,230,98
156,광주,2021-12-21 5:00,2.5,0.1,0,98
156,광주,2021-12-21 6:00,2.4,0,0,99
156,광주,2021-12-21 7:00,2.7,0.2,0,99
156,광주,2021-12-21 8:00,2.8,0,0,99
156,광주,2021-12-21 9:00,3.7,0.1,0,98
156,광주,2021-12-21 10:00,4.9,0.4,0,93
156,광주,2021-12-21 11:00,7,0.4,0,86
156,광주,2021-12-21 12:00,9.8,1.1,230,73
156,광주,2021-12-21 13:00,12.8,1.2,200,70
156,광주,2021-12-21 14:00,13,1.1,290,61
156,광주,2021-12-21 15:00,13.8,1.7,270,53
156,광주,2021-12-21 16:00,12.6,1.5,290,52
156,광주,2021-12-21 17:00,11,0.8,290,64
156,광주,2021-12-21 18:00,9.6,1,290,66
156,광주,2021-12-21 19:00,8.6,0.8,360,75
156,광주,2021-12-21 20:00,7.6,2,50,81
156,광주,2021-12-21 21:00,7,0.8,90,87
156,광주,2021-12-21 22:00,6,1.7,70,90
156,광주,2021-12-21 23:00,5.7,0.6,50,94
156,광주,2021-12-22 0:00,5.8,0.7,360,90
156,광주,2021-12-22 1:00,4.5,0.1,0,97
156,광주,2021-12-22 2:00,3.9,1,270,93
156,광주,2021-12-22 3:00,3.4,0.5,320,96
156,광주,2021-12-22 4:00,2.4,0,0,99
156,광주,2021-12-22 5:00,1.9,0.2,0,99
156,광주,2021-12-22 6:00,1.3,0.6,290,99
156,광주,2021-12-22 7:00,0.8,0,0,99
156,광주,2021-12-22 8:00,0.7,0,0,99
156,광주,2021-12-22 9:00,2,0.1,0,99
156,광주,2021-12-22 10:00,3.6,0.5,270,92
156,광주,2021-12-22 11:00,6,0.7,290,69
156,광주,2021-12-22 12:00,8.6,1.1,270,44
156,광주,2021-12-22 13:00,11.3,1,290,30
156,광주,2021-12-22 14:00,12,0.9,320,20
156,광주,2021-12-22 15:00,12.8,0.7,320,16
156,광주,2021-12-22 16:00,12.4,1.7,320,17
156,광주,2021-12-22 17:00,10.8,0.7,20,22
156,광주,2021-12-22 18:00,8.7,1.1,50,25
156,광주,2021-12-22 19:00,7.3,0.1,0,28
156,광주,2021-12-22 20:00,6.3,0.3,0,34
156,광주,2021-12-22 21:00,5.8,1.9,50,34
156,광주,2021-12-22 22:00,5.3,0.7,50,36
156,광주,2021-12-22 23:00,4.1,0.4,0,43
156,광주,2021-12-23 0:00,3.5,0.1,0,51
156,광주,2021-12-23 1:00,3,0,0,52
156,광주,2021-12-23 2:00,1.5,0,0,59
156,광주,2021-12-23 3:00,1.3,0,0,63
156,광주,2021-12-23 4:00,1,0.2,0,67
156,광주,2021-12-23 5:00,0.5,0,0,69
156,광주,2021-12-23 6:00,0.1,0,0,72
156,광주,2021-12-23 7:00,-0.2,0,0,73
156,광주,2021-12-23 8:00,0,0,0,72
156,광주,2021-12-23 9:00,1.6,0,0,68
156,광주,2021-12-23 10:00,3.4,0,0,59
156,광주,2021-12-23 11:00,6.1,0.2,0,48
156,광주,2021-12-23 12:00,9.2,0.3,0,41
156,광주,2021-12-23 13:00,11.3,2.2,70,30
156,광주,2021-12-23 14:00,11.7,1.6,50,30
156,광주,2021-12-23 15:00,12.3,1.8,70,29
156,광주,2021-12-23 16:00,11.8,1.5,70,31
156,광주,2021-12-23 17:00,10.5,1.6,70,35
156,광주,2021-12-23 18:00,8.7,2.4,70,40
156,광주,2021-12-23 19:00,7.6,1.8,70,45
156,광주,2021-12-23 20:00,7,0.8,70,46
156,광주,2021-12-23 21:00,6.1,0.3,0,52
156,광주,2021-12-23 22:00,5,0.8,50,53
156,광주,2021-12-23 23:00,4.6,0.6,180,60
156,광주,2021-12-24 0:00,4,0.7,200,62
156,광주,2021-12-24 1:00,3.2,0,0,67
156,광주,2021-12-24 2:00,2.9,0.2,0,73
156,광주,2021-12-24 3:00,2.1,0,0,77
156,광주,2021-12-24 4:00,1.8,0,0,78
156,광주,2021-12-24 5:00,1.2,0,0,83
156,광주,2021-12-24 6:00,0.9,0.3,0,83
156,광주,2021-12-24 7:00,0.7,0,0,85
156,광주,2021-12-24 8:00,1.2,0,0,79
156,광주,2021-12-24 9:00,2.7,0.7,290,70
156,광주,2021-12-24 10:00,3.6,1.6,250,67
156,광주,2021-12-24 11:00,5.1,0.6,50,61
156,광주,2021-12-24 12:00,6.7,0.5,290,55
156,광주,2021-12-24 13:00,8.1,0.5,290,47
156,광주,2021-12-24 14:00,9.8,2.1,360,46
156,광주,2021-12-24 15:00,9.3,2,360,56
156,광주,2021-12-24 16:00,7.4,2,320,76
156,광주,2021-12-24 17:00,6.1,1.9,20,81
156,광주,2021-12-24 18:00,4.9,2.7,50,86
156,광주,2021-12-24 19:00,4.3,2,20,80
156,광주,2021-12-24 20:00,3.8,2.3,20,72
156,광주,2021-12-24 21:00,2.2,1.7,20,65
156,광주,2021-12-24 22:00,1.7,3.6,50,61
156,광주,2021-12-24 23:00,1.1,2.6,20,60
156,광주,2021-12-25 0:00,0.6,2.8,20,58
156,광주,2021-12-25 1:00,0.2,2.7,20,57
156,광주,2021-12-25 2:00,-1,4.4,50,55
156,광주,2021-12-25 3:00,-1.1,2.3,50,63
156,광주,2021-12-25 4:00,-1.3,2.8,50,58
156,광주,2021-12-25 5:00,-2.1,3.1,50,69
156,광주,2021-12-25 6:00,-2.6,2.4,50,68
156,광주,2021-12-25 7:00,-3,3.1,50,65
156,광주,2021-12-25 8:00,-3.4,3.2,50,65
156,광주,2021-12-25 9:00,-3.7,2.4,50,66
156,광주,2021-12-25 10:00,-3.9,3.3,50,68
156,광주,2021-12-25 11:00,-3.5,3.2,50,56
156,광주,2021-12-25 12:00,-3.5,3.3,20,53
156,광주,2021-12-25 13:00,-3.2,2.8,20,50
156,광주,2021-12-25 14:00,-3.5,2.8,20,57
156,광주,2021-12-25 15:00,-3.2,2.4,50,59
156,광주,2021-12-25 16:00,-3.6,3.2,50,54
156,광주,2021-12-25 17:00,-4.6,2.6,20,58
156,광주,2021-12-25 18:00,-5,2.5,50,68
156,광주,2021-12-25 19:00,-4.7,3.2,50,67
156,광주,2021-12-25 20:00,-5.1,3.4,50,72
156,광주,2021-12-25 21:00,-5.4,3,50,68
156,광주,2021-12-25 22:00,-5.8,3,50,65
156,광주,2021-12-25 23:00,-6,3.3,50,63
156,광주,2021-12-26 0:00,-6.3,2.1,50,63
156,광주,2021-12-26 1:00,-6.7,2.3,70,63
156,광주,2021-12-26 2:00,-7.4,3,70,64
156,광주,2021-12-26 3:00,-7.6,2.6,70,62
156,광주,2021-12-26 4:00,-8,2.2,70,62
156,광주,2021-12-26 5:00,-7.8,2,70,61
156,광주,2021-12-26 6:00,-7.8,2.6,70,62
156,광주,2021-12-26 7:00,-7.9,2.1,70,62
156,광주,2021-12-26 8:00,-8.3,2.1,70,64
156,광주,2021-12-26 9:00,-7,2.6,70,60
156,광주,2021-12-26 10:00,-5.7,2.6,70,55
156,광주,2021-12-26 11:00,-3.9,2,50,49
156,광주,2021-12-26 12:00,-2.7,2.8,50,45
156,광주,2021-12-26 13:00,-2.3,2.5,50,42
156,광주,2021-12-26 14:00,-1.7,2.4,360,42
156,광주,2021-12-26 15:00,-1.3,1.6,360,42
156,광주,2021-12-26 16:00,-1.3,1.6,340,44
156,광주,2021-12-26 17:00,-2.5,2.1,70,46
156,광주,2021-12-26 18:00,-3.7,1.9,70,49
156,광주,2021-12-26 19:00,-4.4,2.5,70,52
156,광주,2021-12-26 20:00,-4.7,2.2,70,54
156,광주,2021-12-26 21:00,-5.3,3,70,54
156,광주,2021-12-26 22:00,-5.9,4,70,55
156,광주,2021-12-26 23:00,-6.2,2.6,70,54
156,광주,2021-12-27 0:00,-6.5,3,70,55
156,광주,2021-12-27 1:00,-7,2.8,70,58
156,광주,2021-12-27 2:00,-7,1.9,70,58
156,광주,2021-12-27 3:00,-7.1,1.6,70,60
156,광주,2021-12-27 4:00,-6.9,2,70,61
156,광주,2021-12-27 5:00,-7.3,1.3,70,63
156,광주,2021-12-27 6:00,-7.5,1.1,50,66
156,광주,2021-12-27 7:00,-7.4,1.2,20,68
156,광주,2021-12-27 8:00,-7,1.4,50,69
156,광주,2021-12-27 9:00,-5.2,2.6,70,60
156,광주,2021-12-27 10:00,-3.5,2.9,70,55
156,광주,2021-12-27 11:00,-1.5,1.8,70,52
156,광주,2021-12-27 12:00,-0.6,1,200,49
156,광주,2021-12-27 13:00,1.3,1.4,250,47
156,광주,2021-12-27 14:00,2.8,1.8,250,47
156,광주,2021-12-27 15:00,2.4,1.3,20,55
156,광주,2021-12-27 16:00,2,1.2,20,62
156,광주,2021-12-27 17:00,1.5,1.7,270,67
156,광주,2021-12-27 18:00,1.3,1.3,270,71
156,광주,2021-12-27 19:00,1,0.8,250,73
156,광주,2021-12-27 20:00,0.5,1,230,78
156,광주,2021-12-27 21:00,-0.4,1.3,250,83
156,광주,2021-12-27 22:00,-0.6,1.3,200,85
156,광주,2021-12-27 23:00,-1.1,1,180,87
156,광주,2021-12-28 0:00,-0.1,0.7,230,83
156,광주,2021-12-28 1:00,0.1,0.6,200,82
156,광주,2021-12-28 2:00,0.3,0.3,0,82
156,광주,2021-12-28 3:00,0,0.6,230,84
156,광주,2021-12-28 4:00,0.6,0,0,82
156,광주,2021-12-28 5:00,0.5,0.2,0,85
156,광주,2021-12-28 6:00,0.4,0.1,0,86
156,광주,2021-12-28 7:00,0.8,0,0,83
156,광주,2021-12-28 8:00,0.9,0.2,0,83
156,광주,2021-12-28 9:00,1.3,0,0,82
156,광주,2021-12-28 10:00,2.2,0.2,0,79
156,광주,2021-12-28 11:00,3.9,0.7,230,70
156,광주,2021-12-28 12:00,6.2,1.7,230,51
156,광주,2021-12-28 13:00,6.9,2.1,270,50
156,광주,2021-12-28 14:00,6.2,0.7,270,52
156,광주,2021-12-28 15:00,6.1,1,270,54
156,광주,2021-12-28 16:00,5.8,1.1,270,56
156,광주,2021-12-28 17:00,5.7,0.9,320,57
156,광주,2021-12-28 18:00,5.3,0.3,0,59
156,광주,2021-12-28 19:00,5.2,0.2,0,60
156,광주,2021-12-28 20:00,4.8,0.1,0,62
156,광주,2021-12-28 21:00,3.9,1,140,65
156,광주,2021-12-28 22:00,3.2,1.2,200,71
156,광주,2021-12-28 23:00,2.5,0.8,160,74
156,광주,2021-12-29 0:00,2.8,0.1,0,73
156,광주,2021-12-29 1:00,2.4,0.9,70,75
156,광주,2021-12-29 2:00,1.8,0,0,82
156,광주,2021-12-29 3:00,1.2,0.5,70,85
156,광주,2021-12-29 4:00,1.6,0,0,84
156,광주,2021-12-29 5:00,0.9,0.1,0,90
156,광주,2021-12-29 6:00,0.9,0,0,91
156,광주,2021-12-29 7:00,0.8,0.2,0,92
156,광주,2021-12-29 8:00,1.1,0.3,0,92
156,광주,2021-12-29 9:00,2.4,0.2,0,86
156,광주,2021-12-29 10:00,3.3,0.8,230,80
156,광주,2021-12-29 11:00,5.4,1.1,250,70
156,광주,2021-12-29 12:00,8.2,1.7,250,63
156,광주,2021-12-29 13:00,7.4,2.5,250,61
156,광주,2021-12-29 14:00,8.7,4.8,270,51
156,광주,2021-12-29 15:00,7.8,3.5,270,57
156,광주,2021-12-29 16:00,7.7,3,270,59
156,광주,2021-12-29 17:00,7.1,2,270,62
156,광주,2021-12-29 18:00,6.3,2.2,270,63
156,광주,2021-12-29 19:00,5.8,1.4,290,61
156,광주,2021-12-29 20:00,5.5,1.1,270,60
156,광주,2021-12-29 21:00,5.7,1.3,270,59
156,광주,2021-12-29 22:00,5,2.1,320,60
156,광주,2021-12-29 23:00,4.3,1.6,290,56
156,광주,2021-12-30 0:00,3.8,2.1,360,59
156,광주,2021-12-30 1:00,3.5,2,360,58
156,광주,2021-12-30 2:00,3.2,1.6,320,57
156,광주,2021-12-30 3:00,2.8,1.5,360,61
156,광주,2021-12-30 4:00,2.4,2,290,62
156,광주,2021-12-30 5:00,2.5,2,340,55
156,광주,2021-12-30 6:00,0.6,1.2,20,83
156,광주,2021-12-30 7:00,0.6,3.8,50,68
156,광주,2021-12-30 8:00,0,3.5,50,52
156,광주,2021-12-30 9:00,0.3,2.8,50,46
156,광주,2021-12-30 10:00,1,2.2,70,40
156,광주,2021-12-30 11:00,2.3,0.8,250,41
156,광주,2021-12-30 12:00,2.9,1.7,50,43
156,광주,2021-12-30 13:00,4.2,2.6,290,46
156,광주,2021-12-30 14:00,4.6,2.3,270,59
156,광주,2021-12-30 15:00,4.3,2.8,290,59
156,광주,2021-12-30 16:00,4.1,2.1,270,69
156,광주,2021-12-30 17:00,4.7,2.1,320,55
156,광주,2021-12-30 18:00,4.4,1.9,20,57
156,광주,2021-12-30 19:00,2.1,1.8,320,88
156,광주,2021-12-30 20:00,0.8,1.2,360,98
156,광주,2021-12-30 21:00,0.5,1.3,360,99
156,광주,2021-12-30 22:00,0.5,1.7,20,88
156,광주,2021-12-30 23:00,0.1,2,20,83
156,광주,2021-12-31 0:00,-0.5,1.8,50,89
156,광주,2021-12-31 1:00,-0.9,1.7,50,95
156,광주,2021-12-31 2:00,-1.2,1.6,50,93
156,광주,2021-12-31 3:00,-2.1,2.5,50,84
156,광주,2021-12-31 4:00,-2.6,2.3,50,78
156,광주,2021-12-31 5:00,-3,2.6,50,75
156,광주,2021-12-31 6:00,-3.4,1.8,70,72
156,광주,2021-12-31 7:00,-3.5,1.5,70,70
156,광주,2021-12-31 8:00,-3.6,2.1,70,69
156,광주,2021-12-31 9:00,-2.4,0.9,70,64
156,광주,2021-12-31 10:00,-0.9,1.7,50,61
156,광주,2021-12-31 11:00,0.1,1.5,50,60
156,광주,2021-12-31 12:00,0.7,2.2,50,60
156,광주,2021-12-31 13:00,1.1,3.6,50,56
156,광주,2021-12-31 14:00,0.3,3.7,20,54
156,광주,2021-12-31 15:00,-0.2,3.7,50,56
156,광주,2021-12-31 16:00,-0.6,2.8,50,59
156,광주,2021-12-31 17:00,-0.7,2.2,50,59
156,광주,2021-12-31 18:00,-1.3,2.6,50,61
156,광주,2021-12-31 19:00,-1.6,2.8,50,60
156,광주,2021-12-31 20:00,-2,3,50,59
156,광주,2021-12-31 21:00,-2.6,1,50,51
156,광주,2021-12-31 22:00,-3.6,2.2,70,57
156,광주,2021-12-31 23:00,-4.2,1.7,50,56
156,광주,2022-01-01 0:00,-4.1,2.8,70,52
156,광주,2022-01-01 1:00,-4.2,2,70,52
156,광주,2022-01-01 2:00,-4.3,1.6,70,52
156,광주,2022-01-01 3:00,-4.1,2.9,70,51
156,광주,2022-01-01 4:00,-4,3.2,70,51
156,광주,2022-01-01 5:00,-4.7,1.6,50,54
156,광주,2022-01-01 6:00,-4.6,2.9,70,54
156,광주,2022-01-01 7:00,-5.1,1.7,70,53
156,광주,2022-01-01 8:00,-5,0.5,320,56
156,광주,2022-01-01 9:00,-3.6,1.2,50,48
156,광주,2022-01-01 10:00,-2.6,0.9,320,41
156,광주,2022-01-01 11:00,-0.8,1,50,32
156,광주,2022-01-01 12:00,1.5,2.3,70,22
156,광주,2022-01-01 13:00,3.2,1.7,70,19
156,광주,2022-01-01 14:00,4.9,0.8,320,17
156,광주,2022-01-01 15:00,5,0.9,50,20
156,광주,2022-01-01 16:00,5,0.9,20,21
156,광주,2022-01-01 17:00,4.4,1.3,20,24
156,광주,2022-01-01 18:00,3.7,0.8,20,28
156,광주,2022-01-01 19:00,2.8,0.1,0,32
156,광주,2022-01-01 20:00,2.2,0.8,50,31
156,광주,2022-01-01 21:00,1.5,0.5,140,35
156,광주,2022-01-01 22:00,1,0,0,43
156,광주,2022-01-01 23:00,0,0.7,270,54
156,광주,2022-01-02 0:00,-0.4,0.2,0,57
156,광주,2022-01-02 1:00,-0.8,0.4,0,59
156,광주,2022-01-02 2:00,-1.5,0.3,0,63
156,광주,2022-01-02 3:00,-2.3,0,0,67
156,광주,2022-01-02 4:00,-2.6,0,0,70
156,광주,2022-01-02 5:00,-2.2,0.4,0,65
156,광주,2022-01-02 6:00,-3.1,0.4,0,72
156,광주,2022-01-02 7:00,-3.2,0.1,0,71
156,광주,2022-01-02 8:00,-2.5,0.2,0,70
156,광주,2022-01-02 9:00,-1.6,0.2,0,71
156,광주,2022-01-02 10:00,-0.3,0.8,270,63
156,광주,2022-01-02 11:00,1,0.5,270,57
156,광주,2022-01-02 12:00,2.2,0.4,0,50
156,광주,2022-01-02 13:00,4.3,0.3,0,46
156,광주,2022-01-02 14:00,5.7,0.9,290,58
156,광주,2022-01-02 15:00,6.5,1.2,20,64
156,광주,2022-01-02 16:00,5.9,2.3,20,57
156,광주,2022-01-02 17:00,4.7,1.2,20,56
156,광주,2022-01-02 18:00,3.5,1,50,62
156,광주,2022-01-02 19:00,1.8,0.5,20,70
156,광주,2022-01-02 20:00,2.1,1.1,20,69
156,광주,2022-01-02 21:00,0.9,1.1,50,73
156,광주,2022-01-02 22:00,0.1,1.3,70,74
156,광주,2022-01-02 23:00,-0.2,0.1,0,70
156,광주,2022-01-03 0:00,-0.7,0,0,78
156,광주,2022-01-03 1:00,-1.9,1.5,50,84
156,광주,2022-01-03 2:00,-1.8,0.4,0,77
156,광주,2022-01-03 3:00,-2.9,1.1,320,87
156,광주,2022-01-03 4:00,-3.2,0.2,0,89
156,광주,2022-01-03 5:00,-3.7,0,0,88
156,광주,2022-01-03 6:00,-3.9,0,0,91
156,광주,2022-01-03 7:00,-3.8,0.1,0,91
