STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,FT,FB,FTI,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
22502,1941-07-05,0.254,,29.44444444,21.66666667,25.55555556,0,,41,7,5,0.01,,,85,71,78,0,,,,,,,,,,,,
22502,1941-07-06,2.286,,28.88888889,20.55555556,24.44444444,0,,41,7,6,0.09,,,84,69,76,0,,,,,,,,,,,,
22502,1941-07-07,0.762,,28.88888889,21.11111111,25,0,,41,7,7,0.03,,,84,70,77,0,,,,,,,,,,,,
22502,1941-07-08,T,,30,21.11111111,25.55555556,0,,41,7,8,T,,,86,70,78,0,,,,,,,,,,,,
22502,1941-07-09,0.762,,27.77777778,21.66666667,24.44444444,0,,41,7,9,0.03,,,82,71,76,0,,,,,,,,,,,,
22502,1941-07-10,0,,31.11111111,22.22222222,26.66666667,0,,41,7,10,0,,,88,72,80,0,,,,,,,,,,,,
22502,1941-07-11,0,,30,22.22222222,26.11111111,0,,41,7,11,0,,,86,72,79,0,,,,,,,,,,,,
22502,1941-07-12,0,,29.44444444,22.22222222,25.55555556,0,,41,7,12,0,,,85,72,78,0,,,,,,,,,,,,
22502,1941-07-13,0,,28.88888889,20,24.44444444,0,,41,7,13,0,,,84,68,76,0,,,,,,,,,,,,
22502,1941-07-14,0,,28.33333333,20.55555556,24.44444444,0,,41,7,14,0,,,83,69,76,0,,,,,,,,,,,,
22502,1941-07-15,0,,30,21.11111111,25.55555556,0,,41,7,15,0,,,86,70,78,0,,,,,,,,,,,,
22502,1941-07-16,0,,30,20.55555556,25.55555556,0,,41,7,16,0,,,86,69,78,0,,,,,,,,,,,,
22502,1941-07-17,0.508,,29.44444444,22.22222222,25.55555556,0,,41,7,17,0.02,,,85,72,78,0,,,,,,,,,,,,
22502,1941-07-18,T,,28.33333333,22.77777778,25.55555556,0,,41,7,18,T,,,83,73,78,0,,,,,,,,,,,,
22502,1941-07-19,0,,31.11111111,21.11111111,26.11111111,0,,41,7,19,0,,,88,70,79,0,,,,,,,,,,,,
22502,1941-07-20,0,,29.44444444,23.33333333,26.66666667,0,,41,7,20,0,,,85,74,80,0,,,,,,,,,,,,
22502,1941-07-21,0.508,,28.88888889,22.22222222,25.55555556,0,,41,7,21,0.02,,,84,72,78,0,,,,,,,,,,,,
22502,1941-07-22,0,,29.44444444,20.55555556,25,0,,41,7,22,0,,,85,69,77,0,,,,,,,,,,,,
22502,1941-07-23,0,,30,20,25,0,,41,7,23,0,,,86,68,77,0,,,,,,,,,,,,
22502,1941-07-24,T,,30,18.88888889,24.44444444,0,,41,7,24,T,,,86,66,76,0,,,,,,,,,,,,
22502,1941-07-25,0,,28.33333333,21.66666667,25,0,,41,7,25,0,,,83,71,77,0,,,,,,,,,,,,
22502,1941-07-26,0,,31.11111111,18.88888889,25,0,,41,7,26,0,,,88,66,77,0,,,,,,,,,,,,
22502,1941-07-27,0,,31.66666667,19.44444444,25.55555556,0,,41,7,27,0,,,89,67,78,0,,,,,,,,,,,,
22502,1941-07-28,0,,30.55555556,22.77777778,26.66666667,0,,41,7,28,0,,,87,73,80,0,,,,,,,,,,,,
22502,1941-07-29,0,,30.55555556,21.66666667,26.11111111,0,,41,7,29,0,,,87,71,79,0,,,,,,,,,,,,
22502,1941-07-30,0,,30,21.66666667,25.55555556,0,,41,7,30,0,,,86,71,78,0,,,,,,,,,,,,
22502,1941-07-31,0,,31.11111111,20,25.55555556,0,,41,7,31,0,,,88,68,78,0,,,,,,,,,,,,
22502,1941-08-01,0,,32.77777778,18.88888889,25.55555556,0,,41,8,1,0,,,91,66,78,0,,,,,,,,,,,,
22502,1941-08-02,T,,31.66666667,23.33333333,27.77777778,0,,41,8,2,T,,,89,74,82,0,,,,,,,,,,,,
22502,1941-08-03,0.508,,28.88888889,21.66666667,25.55555556,0,,41,8,3,0.02,,,84,71,78,0,,,,,,,,,,,,
22502,1941-08-04,0,,31.11111111,20.55555556,25.55555556,0,,41,8,4,0,,,88,69,78,0,,,,,,,,,,,,
22502,1941-08-05,0,,30,22.77777778,26.66666667,0,,41,8,5,0,,,86,73,80,0,,,,,,,,,,,,
22502,1941-08-06,T,,30,22.77777778,26.66666667,0,,41,8,6,T,,,86,73,80,0,,,,,,,,,,,,
22502,1941-08-07,1.016,,30.55555556,21.66666667,26.11111111,0,,41,8,7,0.04,,,87,71,79,0,,,,,,,,,,,,
22502,1941-08-08,T,,31.11111111,23.33333333,27.22222222,0,,41,8,8,T,,,88,74,81,0,,,,,,,,,,,,
22502,1941-08-09,T,,28.88888889,22.77777778,25.55555556,0,,41,8,9,T,,,84,73,78,0,,,,,,,,,,,,
22502,1941-08-10,0,,30,23.33333333,26.66666667,0,,41,8,10,0,,,86,74,80,0,,,,,,,,,,,,
22502,1941-08-11,0,,29.44444444,22.22222222,25.55555556,0,,41,8,11,0,,,85,72,78,0,,,,,,,,,,,,
22502,1941-08-12,0,,29.44444444,20.55555556,25,0,,41,8,12,0,,,85,69,77,0,,,,,,,,,,,,
22502,1941-08-13,0,,28.88888889,20.55555556,24.44444444,0,,41,8,13,0,,,84,69,76,0,,,,,,,,,,,,
22502,1941-08-14,T,,30,21.11111111,25.55555556,0,,41,8,14,T,,,86,70,78,0,,,,,,,,,,,,
22502,1941-08-15,0,,33.33333333,21.66666667,27.77777778,0,,41,8,15,0,,,92,71,82,0,,,,,,,,,,,,
22502,1941-08-16,0,,31.11111111,23.33333333,27.22222222,0,,41,8,16,0,,,88,74,81,0,,,,,,,,,,,,
22502,1941-08-17,0,,31.11111111,21.66666667,26.66666667,0,,41,8,17,0,,,88,71,80,0,,,,,,,,,,,,
22502,1941-08-18,0,,31.11111111,22.22222222,26.66666667,0,,41,8,18,0,,,88,72,80,0,,,,,,,,,,,,
22502,1941-08-19,T,,30,22.77777778,26.66666667,0,,41,8,19,T,,,86,73,80,0,,,,,,,,,,,,
22502,1941-08-20,T,,30.55555556,22.22222222,26.66666667,0,,41,8,20,T,,,87,72,80,0,,,,,,,,,,,,
22502,1941-08-21,T,,29.44444444,21.66666667,25.55555556,0,,41,8,21,T,,,85,71,78,0,,,,,,,,,,,,
22502,1941-08-22,T,,30,22.22222222,26.11111111,0,,41,8,22,T,,,86,72,79,0,,,,,,,,,,,,
22502,1941-08-23,0,,31.66666667,22.77777778,27.22222222,0,,41,8,23,0,,,89,73,81,0,,,,,,,,,,,,
22502,1941-08-24,0,,31.66666667,22.22222222,26.66666667,0,,41,8,24,0,,,89,72,80,0,,,,,,,,,,,,
22502,1941-08-25,0,,30,22.22222222,26.11111111,0,,41,8,25,0,,,86,72,79,0,,,,,,,,,,,,
22502,1941-08-26,0,,31.66666667,22.77777778,27.22222222,0,,41,8,26,0,,,89,73,81,0,,,,,,,,,,,,
22502,1941-08-27,0,,32.22222222,21.66666667,26.66666667,0,,41,8,27,0,,,90,71,80,0,,,,,,,,,,,,
22502,1941-08-28,0.508,,31.11111111,23.33333333,27.22222222,0,,41,8,28,0.02,,,88,74,81,0,,,,,,,,,,,,
22502,1941-08-29,T,,29.44444444,23.33333333,26.66666667,0,,41,8,29,T,,,85,74,80,0,,,,,,,,,,,,
22502,1941-08-30,0.254,,28.33333333,22.77777778,25.55555556,0,,41,8,30,0.01,,,83,73,78,0,,,,,,,,,,,,
22502,1941-08-31,0.762,,30,22.77777778,26.66666667,0,,41,8,31,0.03,,,86,73,80,0,,,,,,,,,,,,
22502,1941-09-01,T,,30.55555556,22.22222222,26.66666667,0,,41,9,1,T,,,87,72,80,0,,,,,,,,,,,,
22502,1941-09-02,0,,31.66666667,23.33333333,27.77777778,0,,41,9,2,0,,,89,74,82,0,,,,,,,,,,,,
22502,1941-09-03,0.508,,31.11111111,23.33333333,27.22222222,0,,41,9,3,0.02,,,88,74,81,0,,,,,,,,,,,,
22502,1941-09-04,T,,29.44444444,22.22222222,25.55555556,0,,41,9,4,T,,,85,72,78,0,,,,,,,,,,,,
22502,1941-09-05,0.508,,30.55555556,21.66666667,26.11111111,0,,41,9,5,0.02,,,87,71,79,0,,,,,,,,,,,,
22502,1941-09-06,T,,30,22.77777778,26.66666667,0,,41,9,6,T,,,86,73,80,0,,,,,,,,,,,,
22502,1941-09-07,T,,32.22222222,22.77777778,27.77777778,0,,41,9,7,T,,,90,73,82,0,,,,,,,,,,,,
22502,1941-09-08,0,,31.66666667,22.22222222,26.66666667,0,,41,9,8,0,,,89,72,80,0,,,,,,,,,,,,
22502,1941-09-09,0,,30,21.66666667,25.55555556,0,,41,9,9,0,,,86,71,78,0,,,,,,,,,,,,
22502,1941-09-10,2.032,,29.44444444,20.55555556,25,0,,41,9,10,0.08,,,85,69,77,0,,,,,,,,,,,,
22502,1941-09-11,0,,29.44444444,20,24.44444444,0,,41,9,11,0,,,85,68,76,0,,,,,,,,,,,,
22502,1941-09-12,0,,30.55555556,19.44444444,25,0,,41,9,12,0,,,87,67,77,0,,,,,,,,,,,,
22502,1941-09-13,0,,30,18.88888889,24.44444444,0,,41,9,13,0,,,86,66,76,0,,,,,,,,,,,,
22502,1941-09-14,T,,30.55555556,20.55555556,25.55555556,0,,41,9,14,T,,,87,69,78,0,,,,,,,,,,,,
22502,1941-09-15,0,,33.33333333,21.11111111,27.22222222,0,,41,9,15,0,,,92,70,81,0,,,,,,,,,,,,
22502,1941-09-16,0,,31.66666667,21.11111111,26.66666667,0,,41,9,16,0,,,89,70,80,0,,,,,,,,,,,,
22502,1941-09-17,0,,30.55555556,21.66666667,26.11111111,0,,41,9,17,0,,,87,71,79,0,,,,,,,,,,,,
22502,1941-09-18,T,,30.55555556,22.22222222,26.66666667,0,,41,9,18,T,,,87,72,80,0,,,,,,,,,,,,
22502,1941-09-19,0,,30.55555556,21.66666667,26.11111111,0,,41,9,19,0,,,87,71,79,0,,,,,,,,,,,,
22502,1941-09-20,0,,31.11111111,22.22222222,26.66666667,0,,41,9,20,0,,,88,72,80,0,,,,,,,,,,,,
22502,1941-09-21,0,,31.11111111,20.55555556,25.55555556,0,,41,9,21,0,,,88,69,78,0,,,,,,,,,,,,
22502,1941-09-22,0,,32.22222222,21.11111111,26.66666667,0,,41,9,22,0,,,90,70,80,0,,,,,,,,,,,,
22502,1941-09-23,0,,31.11111111,21.66666667,26.66666667,0,,41,9,23,0,,,88,71,80,0,,,,,,,,,,,,
22502,1941-09-24,0,,31.66666667,23.33333333,27.77777778,0,,41,9,24,0,,,89,74,82,0,,,,,,,,,,,,
22502,1941-09-25,0,,31.11111111,23.33333333,27.22222222,0,,41,9,25,0,,,88,74,81,0,,,,,,,,,,,,
22502,1941-09-26,0,,31.11111111,23.88888889,27.77777778,0,,41,9,26,0,,,88,75,82,0,,,,,,,,,,,,
22502,1941-09-27,T,,30,23.33333333,26.66666667,0,,41,9,27,T,,,86,74,80,0,,,,,,,,,,,,
22502,1941-09-28,0,,30.55555556,22.22222222,26.66666667,0,,41,9,28,0,,,87,72,80,0,,,,,,,,,,,,
22502,1941-09-29,0,,30.55555556,22.77777778,26.66666667,0,,41,9,29,0,,,87,73,80,0,,,,,,,,,,,,
22502,1941-09-30,T,,30,22.22222222,26.11111111,0,,41,9,30,T,,,86,72,79,0,,,,,,,,,,,,
22502,1941-10-01,0,,31.11111111,21.11111111,26.11111111,0,,41,10,1,0,,,88,70,79,0,,,,,,,,,,,,
22502,1941-10-02,0,,31.66666667,22.22222222,26.66666667,0,,41,10,2,0,,,89,72,80,0,,,,,,,,,,,,
22502,1941-10-03,0,,31.66666667,21.11111111,26.66666667,0,,41,10,3,0,,,89,70,80,0,,,,,,,,,,,,
22502,1941-10-04,0,,31.11111111,22.22222222,26.66666667,0,,41,10,4,0,,,88,72,80,0,,,,,,,,,,,,
22502,1941-10-05,0,,29.44444444,21.66666667,25.55555556,0,,41,10,5,0,,,85,71,78,0,,,,,,,,,,,,
22502,1941-10-06,1.27,,30.55555556,21.11111111,25.55555556,0,,41,10,6,0.05,,,87,70,78,0,,,,,,,,,,,,
22502,1941-10-07,1.524,,27.77777778,22.22222222,25,0,,41,10,7,0.06,,,82,72,77,0,,,,,,,,,,,,
22502,1941-10-08,16.51,,25,21.66666667,23.33333333,0,,41,10,8,0.65,,,77,71,74,0,,,,,,,,,,,,
22502,1941-10-09,T,,28.33333333,20.55555556,24.44444444,0,,41,10,9,T,,,83,69,76,0,,,,,,,,,,,,
22502,1941-10-10,T,,28.88888889,22.22222222,25.55555556,0,,41,10,10,T,,,84,72,78,0,,,,,,,,,,,,
22502,1941-10-11,T,,28.88888889,21.11111111,25,0,,41,10,11,T,,,84,70,77,0,,,,,,,,,,,,
22502,1941-10-12,T,,29.44444444,21.11111111,25.55555556,0,,41,10,12,T,,,85,70,78,0,,,,,,,,,,,,
22502,1941-10-13,T,,28.88888889,22.22222222,25.55555556,0,,41,10,13,T,,,84,72,78,0,,,,,,,,,,,,
22502,1941-10-14,0,,28.88888889,21.66666667,25.55555556,0,,41,10,14,0,,,84,71,78,0,,,,,,,,,,,,
22502,1941-10-15,T,,29.44444444,21.11111111,25.55555556,0,,41,10,15,T,,,85,70,78,0,,,,,,,,,,,,
22502,1941-10-16,0.254,,29.44444444,22.22222222,25.55555556,0,,41,10,16,0.01,,,85,72,78,0,,,,,,,,,,,,
22502,1941-10-17,0.762,,29.44444444,21.11111111,25.55555556,0,,41,10,17,0.03,,,85,70,78,0,,,,,,,,,,,,
22502,1941-10-18,0,,28.33333333,21.11111111,24.44444444,0,,41,10,18,0,,,83,70,76,0,,,,,,,,,,,,
22502,1941-10-19,0,,28.88888889,22.22222222,25.55555556,0,,41,10,19,0,,,84,72,78,0,,,,,,,,,,,,
22502,1941-10-20,0,,28.88888889,19.44444444,24.44444444,0,,41,10,20,0,,,84,67,76,0,,,,,,,,,,,,
22502,1941-10-21,T,,30,18.33333333,24.44444444,0,,41,10,21,T,,,86,65,76,0,,,,,,,,,,,,
22502,1941-10-22,47.244,,30,20.55555556,25.55555556,0,,41,10,22,1.86,,,86,69,78,0,,,,,,,,,,,,
22502,1941-10-23,32.512,,21.66666667,20,21.11111111,0,,41,10,23,1.28,,,71,68,70,0,,,,,,,,,,,,
22502,1941-10-24,5.842,,23.33333333,18.33333333,21.11111111,0,,41,10,24,0.23,,,74,65,70,0,,,,,,,,,,,,
22502,1941-10-25,0,,26.11111111,18.33333333,22.22222222,0,,41,10,25,0,,,79,65,72,0,,,,,,,,,,,,
22502,1941-10-26,0,,29.44444444,20,24.44444444,0,,41,10,26,0,,,85,68,76,0,,,,,,,,,,,,
22502,1941-10-27,10.922,,27.77777778,21.11111111,24.44444444,0,,41,10,27,0.43,,,82,70,76,0,,,,,,,,,,,,
22502,1941-10-28,0,,27.77777778,22.22222222,25,0,,41,10,28,0,,,82,72,77,0,,,,,,,,,,,,
22502,1941-10-29,0,,31.66666667,21.66666667,26.66666667,0,,41,10,29,0,,,89,71,80,0,,,,,,,,,,,,
22502,1941-10-30,T,,31.66666667,21.66666667,26.66666667,0,,41,10,30,T,,,89,71,80,0,,,,,,,,,,,,
22502,1941-10-31,0,,29.44444444,20.55555556,25,0,,41,10,31,0,,,85,69,77,0,,,,,,,,,,,,
22502,1941-11-01,0,,28.33333333,19.44444444,23.88888889,0,,41,11,1,0,,,83,67,75,0,,,,,,,,,,,,
22502,1941-11-02,0,,29.44444444,17.77777778,23.33333333,0,,41,11,2,0,,,85,64,74,0,,,,,,,,,,,,
22502,1941-11-03,0,,28.33333333,18.33333333,23.33333333,0,,41,11,3,0,,,83,65,74,0,,,,,,,,,,,,
22502,1941-11-04,0,,28.33333333,18.88888889,23.33333333,0,,41,11,4,0,,,83,66,74,0,,,,,,,,,,,,
22502,1941-11-05,1.524,,29.44444444,16.66666667,23.33333333,0,,41,11,5,0.06,,,85,62,74,0,,,,,,,,,,,,
22502,1941-11-06,0.508,,24.44444444,21.66666667,23.33333333,0,,41,11,6,0.02,,,76,71,74,0,,,,,,,,,,,,
22502,1941-11-07,0,,27.22222222,20.55555556,23.88888889,0,,41,11,7,0,,,81,69,75,0,,,,,,,,,,,,
22502,1941-11-08,0,,27.22222222,19.44444444,23.33333333,0,,41,11,8,0,,,81,67,74,0,,,,,,,,,,,,
22502,1941-11-09,0,,27.22222222,21.11111111,24.44444444,0,,41,11,9,0,,,81,70,76,0,,,,,,,,,,,,
22502,1941-11-10,T,,27.22222222,20,23.33333333,0,,41,11,10,T,,,81,68,74,0,,,,,,,,,,,,
22502,1941-11-11,0,,27.22222222,21.11111111,24.44444444,0,,41,11,11,0,,,81,70,76,0,,,,,,,,,,,,
22502,1941-11-12,0,,27.22222222,18.88888889,23.33333333,0,,41,11,12,0,,,81,66,74,0,,,,,,,,,,,,
22502,1941-11-13,0,,26.11111111,17.22222222,21.66666667,0,,41,11,13,0,,,79,63,71,0,,,,,,,,,,,,
22502,1941-11-14,0,,27.22222222,18.88888889,23.33333333,0,,41,11,14,0,,,81,66,74,0,,,,,,,,,,,,
22502,1941-11-15,0,,27.77777778,20.55555556,24.44444444,0,,41,11,15,0,,,82,69,76,0,,,,,,,,,,,,
22502,1941-11-16,0,,26.11111111,19.44444444,22.77777778,0,,41,11,16,0,,,79,67,73,0,,,,,,,,,,,,
22502,1941-11-17,0.254,,30,21.11111111,25.55555556,0,,41,11,17,0.01,,,86,70,78,0,,,,,,,,,,,,
22502,1941-11-18,0,,27.77777778,20.55555556,24.44444444,0,,41,11,18,0,,,82,69,76,0,,,,,,,,,,,,
22502,1941-11-19,T,,27.77777778,21.66666667,24.44444444,0,,41,11,19,T,,,82,71,76,0,,,,,,,,,,,,
22502,1941-11-20,0,,28.88888889,21.11111111,25,0,,41,11,20,0,,,84,70,77,0,,,,,,,,,,,,
22502,1941-11-21,0,,28.88888889,21.11111111,25,0,,41,11,21,0,,,84,70,77,0,,,,,,,,,,,,
22502,1941-11-22,0,,27.77777778,22.22222222,25,0,,41,11,22,0,,,82,72,77,0,,,,,,,,,,,,
22502,1941-11-23,0,,26.66666667,22.22222222,24.44444444,0,,41,11,23,0,,,80,72,76,0,,,,,,,,,,,,
22502,1941-11-24,0,,26.11111111,20.55555556,23.33333333,0,,41,11,24,0,,,79,69,74,0,,,,,,,,,,,,
22502,1941-11-25,0,,25.55555556,18.33333333,22.22222222,0,,41,11,25,0,,,78,65,72,0,,,,,,,,,,,,
22502,1941-11-26,0,,27.77777778,14.44444444,21.11111111,0,,41,11,26,0,,,82,58,70,0,,,,,,,,,,,,
22502,1941-11-27,8.89,,27.22222222,17.77777778,22.22222222,0,,41,11,27,0.35,,,81,64,72,0,,,,,,,,,,,,
22502,1941-11-28,0,,24.44444444,19.44444444,22.22222222,0,,41,11,28,0,,,76,67,72,0,,,,,,,,,,,,
22502,1941-11-29,3.048,,25,15,20,0,,41,11,29,0.12,,,77,59,68,0,,,,,,,,,,,,
22502,1941-11-30,1.016,,22.77777778,17.22222222,20,0,,41,11,30,0.04,,,73,63,68,0,,,,,,,,,,,,
22502,1941-12-01,T,,23.33333333,14.44444444,18.88888889,0,,41,12,1,T,,,74,58,66,0,,,,,,,,,,,,
22502,1941-12-02,1.016,,23.88888889,16.66666667,20,0,,41,12,2,0.04,,,75,62,68,0,,,,,,,,,,,,
22502,1941-12-03,2.286,,25.55555556,17.22222222,21.11111111,0,,41,12,3,0.09,,,78,63,70,0,,,,,,,,,,,,
22502,1941-12-04,3.302,,25.55555556,18.33333333,22.22222222,0,,41,12,4,0.13,,,78,65,72,0,,,,,,,,,,,,
22502,1941-12-05,6.604,,25,18.88888889,22.22222222,0,,41,12,5,0.26,,,77,66,72,0,,,,,,,,,,,,
22502,1941-12-06,0.508,,25,18.33333333,21.66666667,0,,41,12,6,0.02,,,77,65,71,0,,,,,,,,,,,,
22502,1941-12-07,7.62,,25.55555556,17.77777778,21.66666667,0,,41,12,7,0.3,,,78,64,71,0,,,,,,,,,,,,
22502,1941-12-08,4.826,,23.88888889,18.88888889,21.11111111,0,,41,12,8,0.19,,,75,66,70,0,,,,,,,,,,,,
22502,1941-12-09,1.27,,24.44444444,18.88888889,21.66666667,0,,41,12,9,0.05,,,76,66,71,0,,,,,,,,,,,,
22502,1941-12-10,T,,24.44444444,18.88888889,21.66666667,0,,41,12,10,T,,,76,66,71,0,,,,,,,,,,,,
22502,1941-12-11,1.016,,24.44444444,18.33333333,21.11111111,0,,41,12,11,0.04,,,76,65,70,0,,,,,,,,,,,,
22502,1941-12-12,0.254,,25.55555556,18.88888889,22.22222222,0,,41,12,12,0.01,,,78,66,72,0,,,,,,,,,,,,
22502,1941-12-13,0,,26.11111111,18.33333333,22.22222222,0,,41,12,13,0,,,79,65,72,0,,,,,,,,,,,,
22502,1941-12-14,0,,23.88888889,18.88888889,21.11111111,0,,41,12,14,0,,,75,66,70,0,,,,,,,,,,,,
22502,1941-12-15,0.254,,25,18.88888889,22.22222222,0,,41,12,15,0.01,,,77,66,72,0,,,,,,,,,,,,
22502,1941-12-16,0,,25.55555556,18.33333333,22.22222222,0,,41,12,16,0,,,78,65,72,0,,,,,,,,,,,,
22502,1941-12-17,0,,26.11111111,19.44444444,22.77777778,0,,41,12,17,0,,,79,67,73,0,,,,,,,,,,,,
22502,1941-12-18,T,,25.55555556,19.44444444,22.22222222,0,,41,12,18,T,,,78,67,72,0,,,,,,,,,,,,
22502,1941-12-19,0,,26.11111111,17.77777778,22.22222222,0,,41,12,19,0,,,79,64,72,0,,,,,,,,,,,,
22502,1941-12-20,0,,26.66666667,18.88888889,22.77777778,0,,41,12,20,0,,,80,66,73,0,,,,,,,,,,,,
22502,1941-12-21,T,,27.22222222,19.44444444,23.33333333,0,,41,12,21,T,,,81,67,74,0,,,,,,,,,,,,
22502,1941-12-22,0,,27.77777778,16.11111111,22.22222222,0,,41,12,22,0,,,82,61,72,0,,,,,,,,,,,,
22502,1941-12-23,1.016,,27.77777778,16.66666667,22.22222222,0,,41,12,23,0.04,,,82,62,72,0,,,,,,,,,,,,
22502,1941-12-24,0,,26.66666667,16.11111111,21.11111111,0,,41,12,24,0,,,80,61,70,0,,,,,,,,,,,,
22502,1941-12-25,0.508,,27.77777778,16.66666667,22.22222222,0,,41,12,25,0.02,,,82,62,72,0,,,,,,,,,,,,
22502,1941-12-26,0,,27.22222222,19.44444444,23.33333333,0,,41,12,26,0,,,81,67,74,0,,,,,,,,,,,,
22502,1941-12-27,0,,26.66666667,15.55555556,21.11111111,0,,41,12,27,0,,,80,60,70,0,,,,,,,,,,,,
22502,1941-12-28,T,,26.11111111,15.55555556,21.11111111,0,,41,12,28,T,,,79,60,70,0,,,,,,,,,,,,
22502,1941-12-29,2.54,,25.55555556,14.44444444,20,0,,41,12,29,0.1,,,78,58,68,0,,,,,,,,,,,,
22502,1941-12-30,T,,23.88888889,18.33333333,21.11111111,0,,41,12,30,T,,,75,65,70,0,,,,,,,,,,,,
22502,1941-12-31,0,,24.44444444,14.44444444,19.44444444,0,,41,12,31,0,,,76,58,67,0,,,,,,,,,,,,
22502,1942-01-01,5.08,,25.55555556,12.77777778,18.88888889,0,,42,1,1,0.2,,,78,55,66,0,,,,,,,,,,,,
22502,1942-01-02,0,,23.33333333,17.77777778,20.55555556,0,,42,1,2,0,,,74,64,69,0,,,,,,,,,,,,
22502,1942-01-03,0,,25,14.44444444,20,0,,42,1,3,0,,,77,58,68,0,,,,,,,,,,,,
22502,1942-01-04,0,,25.55555556,13.88888889,20,0,,42,1,4,0,,,78,57,68,0,,,,,,,,,,,,
22502,1942-01-05,4.318,,24.44444444,16.11111111,20,0,,42,1,5,0.17,,,76,61,68,0,,,,,,,,,,,,
22502,1942-01-06,0,,26.11111111,14.44444444,20,0,,42,1,6,0,,,79,58,68,0,,,,,,,,,,,,
22502,1942-01-07,0,,26.66666667,14.44444444,20.55555556,0,,42,1,7,0,,,80,58,69,0,,,,,,,,,,,,
22502,1942-01-08,0,,27.77777778,16.66666667,22.22222222,0,,42,1,8,0,,,82,62,72,0,,,,,,,,,,,,
22502,1942-01-09,0,,27.22222222,17.77777778,22.22222222,0,,42,1,9,0,,,81,64,72,0,,,,,,,,,,,,
22502,1942-01-10,T,,26.66666667,15.55555556,21.11111111,0,,42,1,10,T,,,80,60,70,0,,,,,,,,,,,,
22502,1942-01-11,0,,27.22222222,14.44444444,21.11111111,0,,42,1,11,0,,,81,58,70,0,,,,,,,,,,,,
22502,1942-01-12,T,,26.66666667,13.88888889,20,0,,42,1,12,T,,,80,57,68,0,,,,,,,,,,,,
22502,1942-01-13,0,,25.55555556,15,20,0,,42,1,13,0,,,78,59,68,0,,,,,,,,,,,,
22502,1942-01-14,T,,25.55555556,18.33333333,22.22222222,0,,42,1,14,T,,,78,65,72,0,,,,,,,,,,,,
22502,1942-01-15,0,,27.77777778,18.88888889,23.33333333,0,,42,1,15,0,,,82,66,74,0,,,,,,,,,,,,
22502,1942-01-16,T,,27.77777778,19.44444444,23.33333333,0,,42,1,16,T,,,82,67,74,0,,,,,,,,,,,,
22502,1942-01-17,0,,27.22222222,16.11111111,21.66666667,0,,42,1,17,0,,,81,61,71,0,,,,,,,,,,,,
22502,1942-01-18,0,,27.22222222,15,21.11111111,0,,42,1,18,0,,,81,59,70,0,,,,,,,,,,,,
22502,1942-01-19,0,,26.11111111,17.77777778,22.22222222,0,,42,1,19,0,,,79,64,72,0,,,,,,,,,,,,
22502,1942-01-20,0,,24.44444444,17.22222222,21.11111111,0,,42,1,20,0,,,76,63,70,0,,,,,,,,,,,,
22502,1942-01-21,0,,24.44444444,13.33333333,18.88888889,0,,42,1,21,0,,,76,56,66,0,,,,,,,,,,,,
22502,1942-01-22,0,,26.66666667,14.44444444,20.55555556,0,,42,1,22,0,,,80,58,69,0,,,,,,,,,,,,
22502,1942-01-23,0,,25.55555556,14.44444444,20,0,,42,1,23,0,,,78,58,68,0,,,,,,,,,,,,
22502,1942-01-24,0,,26.11111111,14.44444444,20,0,,42,1,24,0,,,79,58,68,0,,,,,,,,,,,,
22502,1942-01-25,0,,24.44444444,17.77777778,21.11111111,0,,42,1,25,0,,,76,64,70,0,,,,,,,,,,,,
22502,1942-01-26,0,,27.77777778,16.11111111,22.22222222,0,,42,1,26,0,,,82,61,72,0,,,,,,,,,,,,
22502,1942-01-27,1.016,,27.22222222,17.22222222,22.22222222,0,,42,1,27,0.04,,,81,63,72,0,,,,,,,,,,,,
22502,1942-01-28,0,,25.55555556,18.88888889,22.22222222,0,,42,1,28,0,,,78,66,72,0,,,,,,,,,,,,
22502,1942-01-29,0,,27.77777778,15.55555556,21.66666667,0,,42,1,29,0,,,82,60,71,0,,,,,,,,,,,,
22502,1942-01-30,0,,26.66666667,20,23.33333333,0,,42,1,30,0,,,80,68,74,0,,,,,,,,,,,,
22502,1942-01-31,0,,27.22222222,19.44444444,23.33333333,0,,42,1,31,0,,,81,67,74,0,,,,,,,,,,,,
22502,1942-02-01,0,,27.22222222,17.22222222,22.22222222,0,,42,2,1,0,,,81,63,72,0,,,,,,,,,,,,
22502,1942-02-02,0,,28.33333333,15.55555556,22.22222222,0,,42,2,2,0,,,83,60,72,0,,,,,,,,,,,,
22502,1942-02-03,0,,27.22222222,15.55555556,21.11111111,0,,42,2,3,0,,,81,60,70,0,,,,,,,,,,,,
22502,1942-02-04,47.244,,27.77777778,15,21.11111111,0,,42,2,4,1.86,,,82,59,70,0,,,,,,,,,,,,
22502,1942-02-05,21.59,,21.66666667,17.22222222,19.44444444,0,,42,2,5,0.85,,,71,63,67,0,,,,,,,,,,,,
22502,1942-02-06,2.54,,26.11111111,17.77777778,22.22222222,0,,42,2,6,0.1,,,79,64,72,0,,,,,,,,,,,,
